"RUNX1",2
"RAD52",2
"RAD51B",2
"PRSS8",2
"MDM4",2
"LMO1",2
"IDH2",2
"GNA13",2
"FUS",2
"FGF4",2
"FANCC",2
"EPCAM",2
"CHEK1",2
"CDKN1B",2
"CDK6",2
"CCND3",2
"CCND1",2
"CBFB",2
"BMPR1A",2
"AURKB",2
"AURKA",2
"TGFBR1",1
"SOX2",1
"SOCS1",1
"RAD51",1
"JUN",1
"GID4",1
"FOXL2",1
"CRBN",1
"CEBPA",1
"CDKN2C",1
"CD79B",1
"CD274",1
